feature,gain
feature_6316,0.0
feature_6314,0.0
feature_6313,0.0
feature_6311,0.0
feature_6310,0.0
feature_6309,0.0
feature_6308,0.0
feature_6307,0.0
feature_6321,0.0
feature_5161,0.0
feature_5160,0.0
feature_5159,0.0
feature_5158,0.0
feature_5157,0.0
feature_5155,0.0
feature_5154,0.0
feature_5153,0.0
feature_5152,0.0
feature_5151,0.0
feature_5150,0.0
feature_5734,0.0
feature_5148,0.0
feature_5147,0.0
feature_5146,0.0
feature_5143,0.0
feature_5142,0.0
feature_5141,0.0
feature_5140,0.0
feature_5139,0.0
feature_5138,0.0
feature_5137,0.0
feature_5136,0.0
feature_5149,0.0
feature_5190,0.0
feature_5189,0.0
feature_5188,0.0
feature_5187,0.0
feature_5186,0.0
feature_5184,0.0
feature_5183,0.0
feature_5182,0.0
feature_5181,0.0
feature_5180,0.0
feature_5179,0.0
feature_5164,0.0
feature_5176,0.0
feature_5175,0.0
feature_5174,0.0
feature_5173,0.0
feature_5172,0.0
feature_5171,0.0
feature_5170,0.0
feature_5169,0.0
feature_5168,0.0
feature_5167,0.0
feature_5166,0.0
feature_5165,0.0
feature_5178,0.0
feature_5105,0.0
feature_5104,0.0
feature_5103,0.0
feature_5101,0.0
feature_5100,0.0
feature_5099,0.0
feature_5098,0.0
feature_5097,0.0
feature_5096,0.0
feature_5095,0.0
feature_5094,0.0
feature_5135,0.0
feature_5092,0.0
feature_5090,0.0
feature_5089,0.0
feature_5088,0.0
feature_5087,0.0
feature_5085,0.0
feature_5084,0.0
feature_5083,0.0
feature_5082,0.0
feature_5081,0.0
feature_5080,0.0
feature_5093,0.0
feature_5134,0.0
feature_5133,0.0
feature_5131,0.0
feature_5130,0.0
feature_5129,0.0
feature_5128,0.0
feature_5127,0.0
feature_5126,0.0
feature_5124,0.0
feature_5123,0.0
feature_5121,0.0
feature_5106,0.0
feature_5119,0.0
feature_5118,0.0
feature_5117,0.0
feature_5116,0.0
feature_5115,0.0
feature_5114,0.0
feature_5113,0.0
feature_5111,0.0
feature_5110,0.0
feature_5109,0.0
feature_5108,0.0
feature_5107,0.0
feature_5120,0.0
feature_5270,0.0
feature_5269,0.0
feature_5268,0.0
feature_5266,0.0
feature_5264,0.0
feature_5263,0.0
feature_5262,0.0
feature_5261,0.0
feature_5260,0.0
feature_5259,0.0
feature_5258,0.0
feature_5191,0.0
feature_5256,0.0
feature_5255,0.0
feature_5254,0.0
feature_5253,0.0
feature_5252,0.0
feature_5251,0.0
feature_5250,0.0
feature_5249,0.0
feature_5248,0.0
feature_5247,0.0
feature_5246,0.0
feature_5257,0.0
feature_5298,0.0
feature_5297,0.0
feature_5296,0.0
feature_5295,0.0
feature_5294,0.0
feature_5293,0.0
feature_5292,0.0
feature_5291,0.0
feature_5290,0.0
feature_5288,0.0
feature_5287,0.0
feature_5271,0.0
feature_5284,0.0
feature_5283,0.0
feature_5282,0.0
feature_5281,0.0
feature_5280,0.0
feature_5279,0.0
feature_5278,0.0
feature_5277,0.0
feature_5276,0.0
feature_5275,0.0
feature_5273,0.0
feature_5272,0.0
feature_5286,0.0
feature_5216,0.0
feature_5215,0.0
feature_5214,0.0
feature_5213,0.0
feature_5212,0.0
feature_5211,0.0
feature_5209,0.0
feature_5208,0.0
feature_5207,0.0
feature_5206,0.0
feature_5205,0.0
feature_5245,0.0
feature_5203,0.0
feature_5202,0.0
feature_5200,0.0
feature_5199,0.0
feature_5198,0.0
feature_5197,0.0
feature_5196,0.0
feature_5195,0.0
feature_5194,0.0
feature_5193,0.0
feature_5192,0.0
feature_5204,0.0
feature_5244,0.0
feature_5243,0.0
feature_5242,0.0
feature_5241,0.0
feature_5240,0.0
feature_5239,0.0
feature_5237,0.0
feature_5236,0.0
feature_5235,0.0
feature_5234,0.0
feature_5232,0.0
feature_5217,0.0
feature_5230,0.0
feature_5229,0.0
feature_5228,0.0
feature_5227,0.0
feature_5225,0.0
feature_5224,0.0
feature_5223,0.0
feature_5222,0.0
feature_5221,0.0
feature_5220,0.0
feature_5219,0.0
feature_5218,0.0
feature_5231,0.0
feature_4944,0.0
feature_4943,0.0
feature_4942,0.0
feature_4941,0.0
feature_4940,0.0
feature_4939,0.0
feature_4938,0.0
feature_4937,0.0
feature_4936,0.0
feature_4935,0.0
feature_4934,0.0
feature_5079,0.0
feature_4932,0.0
feature_4931,0.0
feature_4930,0.0
feature_4929,0.0
feature_4928,0.0
feature_4927,0.0
feature_4926,0.0
feature_4925,0.0
feature_4924,0.0
feature_4923,0.0
feature_4922,0.0
feature_4933,0.0
feature_4973,0.0
feature_4971,0.0
feature_4970,0.0
feature_4969,0.0
feature_4968,0.0
feature_4967,0.0
feature_4966,0.0
feature_4964,0.0
feature_4963,0.0
feature_4962,0.0
feature_4961,0.0
feature_4945,0.0
feature_4959,0.0
feature_4958,0.0
feature_4957,0.0
feature_4956,0.0
feature_4954,0.0
feature_4953,0.0
feature_4952,0.0
feature_4951,0.0
feature_4949,0.0
feature_4948,0.0
feature_4947,0.0
feature_4946,0.0
feature_4960,0.0
feature_4891,0.0
feature_4890,0.0
feature_4889,0.0
feature_4888,0.0
feature_4887,0.0
feature_4886,0.0
feature_4885,0.0
feature_4884,0.0
feature_4883,0.0
feature_4882,0.0
feature_4881,0.0
feature_4920,0.0
feature_4878,0.0
feature_4877,0.0
feature_4876,0.0
feature_4875,0.0
feature_4874,0.0
feature_4873,0.0
feature_4872,0.0
feature_4871,0.0
feature_4870,0.0
feature_4869,0.0
feature_4868,0.0
feature_4879,0.0
feature_4919,0.0
feature_4918,0.0
feature_4917,0.0
feature_4916,0.0
feature_4915,0.0
feature_4914,0.0
feature_4913,0.0
feature_4912,0.0
feature_4911,0.0
feature_4910,0.0
feature_4908,0.0
feature_4892,0.0
feature_4905,0.0
feature_4904,0.0
feature_4903,0.0
feature_4901,0.0
feature_4900,0.0
feature_4899,0.0
feature_4898,0.0
feature_4897,0.0
feature_4896,0.0
feature_4895,0.0
feature_4894,0.0
feature_4893,0.0
feature_4906,0.0
feature_5051,0.0
feature_5050,0.0
feature_5049,0.0
feature_5048,0.0
feature_5047,0.0
feature_5046,0.0
feature_5045,0.0
feature_5044,0.0
feature_5043,0.0
feature_5042,0.0
feature_5040,0.0
feature_4974,0.0
feature_5038,0.0
feature_5037,0.0
feature_5036,0.0
feature_5035,0.0
feature_5034,0.0
feature_5032,0.0
feature_5031,0.0
feature_5030,0.0
feature_5029,0.0
feature_5028,0.0
feature_5027,0.0
feature_5039,0.0
feature_5078,0.0
feature_5077,0.0
feature_5076,0.0
feature_5075,0.0
feature_5074,0.0
feature_5073,0.0
feature_5072,0.0
feature_5071,0.0
feature_5070,0.0
feature_5069,0.0
feature_5068,0.0
feature_5052,0.0
feature_5066,0.0
feature_5065,0.0
feature_5064,0.0
feature_5063,0.0
feature_5062,0.0
feature_5061,0.0
feature_5060,0.0
feature_5057,0.0
feature_5056,0.0
feature_5055,0.0
feature_5054,0.0
feature_5053,0.0
feature_5067,0.0
feature_4999,0.0
feature_4998,0.0
feature_4997,0.0
feature_4996,0.0
feature_4994,0.0
feature_4992,0.0
feature_4991,0.0
feature_4990,0.0
feature_4989,0.0
feature_4988,0.0
feature_4987,0.0
feature_5026,0.0
feature_4985,0.0
feature_4984,0.0
feature_4983,0.0
feature_4982,0.0
feature_4981,0.0
feature_4980,0.0
feature_4979,0.0
feature_4978,0.0
feature_4977,0.0
feature_4976,0.0
feature_4975,0.0
feature_4986,0.0
feature_5025,0.0
feature_5024,0.0
feature_5023,0.0
feature_5022,0.0
feature_5021,0.0
feature_5020,0.0
feature_5019,0.0
feature_5018,0.0
feature_5017,0.0
feature_5016,0.0
feature_5015,0.0
feature_5000,0.0
feature_5013,0.0
feature_5012,0.0
feature_5011,0.0
feature_5010,0.0
feature_5009,0.0
feature_5007,0.0
feature_5006,0.0
feature_3437,0.0
feature_5004,0.0
feature_5003,0.0
feature_5002,0.0
feature_5001,0.0
feature_5014,0.0
feature_5594,0.0
feature_5593,0.0
feature_5592,0.0
feature_5591,0.0
feature_5590,0.0
feature_5589,0.0
feature_5588,0.0
feature_5587,0.0
feature_5586,0.0
feature_5585,0.0
feature_5584,0.0
feature_5299,0.0
feature_5582,0.0
feature_5581,0.0
feature_5579,0.0
feature_5578,0.0
feature_5577,0.0
feature_5576,0.0
feature_5575,0.0
feature_5574,0.0
feature_5573,0.0
feature_5572,0.0
feature_5571,0.0
feature_5583,0.0
feature_5620,0.0
feature_5619,0.0
feature_5618,0.0
feature_5617,0.0
feature_5616,0.0
feature_5615,0.0
feature_5614,0.0
feature_5613,0.0
feature_5612,0.0
feature_5611,0.0
feature_5610,0.0
feature_5595,0.0
feature_5608,0.0
feature_5607,0.0
feature_5606,0.0
feature_5605,0.0
feature_5604,0.0
feature_5603,0.0
feature_5602,0.0
feature_5601,0.0
feature_5600,0.0
feature_5599,0.0
feature_5598,0.0
feature_5596,0.0
feature_5609,0.0
feature_5540,0.0
feature_5539,0.0
feature_5538,0.0
feature_5537,0.0
feature_5536,0.0
feature_5535,0.0
feature_5534,0.0
feature_5533,0.0
feature_5532,0.0
feature_5531,0.0
feature_5530,0.0
feature_5570,0.0
feature_5528,0.0
feature_5527,0.0
feature_5526,0.0
feature_5524,0.0
feature_5523,0.0
feature_5522,0.0
feature_5521,0.0
feature_5520,0.0
feature_5519,0.0
feature_5517,0.0
feature_5516,0.0
feature_5529,0.0
feature_5569,0.0
feature_5567,0.0
feature_5566,0.0
feature_5565,0.0
feature_5564,0.0
feature_5563,0.0
feature_5562,0.0
feature_5561,0.0
feature_5560,0.0
feature_5559,0.0
feature_5558,0.0
feature_5541,0.0
feature_5556,0.0
feature_5555,0.0
feature_5553,0.0
feature_5552,0.0
feature_5551,0.0
feature_5550,0.0
feature_5549,0.0
feature_5548,0.0
feature_5546,0.0
feature_5545,0.0
feature_5544,0.0
feature_5542,0.0
feature_5557,0.0
feature_5706,0.0
feature_5705,0.0
feature_5704,0.0
feature_5703,0.0
feature_5702,0.0
feature_5701,0.0
feature_5699,0.0
feature_5698,0.0
feature_5697,0.0
feature_5696,0.0
feature_5695,0.0
feature_5621,0.0
feature_5692,0.0
feature_5691,0.0
feature_5690,0.0
feature_5689,0.0
feature_5687,0.0
feature_5686,0.0
feature_5685,0.0
feature_5684,0.0
feature_5683,0.0
feature_5682,0.0
feature_5681,0.0
feature_5693,0.0
feature_5733,0.0
feature_5732,0.0
feature_5731,0.0
feature_5730,0.0
feature_5729,0.0
feature_5728,0.0
feature_5727,0.0
feature_5726,0.0
feature_5725,0.0
feature_5724,0.0
feature_5722,0.0
feature_5707,0.0
feature_5720,0.0
feature_5719,0.0
feature_5717,0.0
feature_5716,0.0
feature_5715,0.0
feature_5714,0.0
feature_5713,0.0
feature_5712,0.0
feature_5711,0.0
feature_5710,0.0
feature_5709,0.0
feature_5708,0.0
feature_5721,0.0
feature_5647,0.0
feature_5646,0.0
feature_5645,0.0
feature_5644,0.0
feature_5643,0.0
feature_5642,0.0
feature_5641,0.0
feature_5640,0.0
feature_5638,0.0
feature_5637,0.0
feature_5636,0.0
feature_5680,0.0
feature_5634,0.0
feature_5633,0.0
feature_5632,0.0
feature_5631,0.0
feature_5630,0.0
feature_5629,0.0
feature_5628,0.0
feature_5627,0.0
feature_5626,0.0
feature_5624,0.0
feature_5622,0.0
feature_5635,0.0
feature_5679,0.0
feature_5678,0.0
feature_5676,0.0
feature_5674,0.0
feature_5673,0.0
feature_5672,0.0
feature_5669,0.0
feature_5668,0.0
feature_5667,0.0
feature_5666,0.0
feature_5665,0.0
feature_5648,0.0
feature_5663,0.0
feature_5662,0.0
feature_5661,0.0
feature_5660,0.0
feature_5658,0.0
feature_5657,0.0
feature_5656,0.0
feature_5653,0.0
feature_5652,0.0
feature_5651,0.0
feature_5650,0.0
feature_5649,0.0
feature_5664,0.0
feature_5376,0.0
feature_5375,0.0
feature_5374,0.0
feature_5373,0.0
feature_5372,0.0
feature_5370,0.0
feature_5369,0.0
feature_5368,0.0
feature_5367,0.0
feature_5366,0.0
feature_5365,0.0
feature_5515,0.0
feature_5363,0.0
feature_5361,0.0
feature_5360,0.0
feature_5359,0.0
feature_5358,0.0
feature_5357,0.0
feature_5356,0.0
feature_5355,0.0
feature_5354,0.0
feature_5353,0.0
feature_5352,0.0
feature_5364,0.0
feature_5404,0.0
feature_5403,0.0
feature_5402,0.0
feature_5401,0.0
feature_5400,0.0
feature_5399,0.0
feature_5398,0.0
feature_5397,0.0
feature_5395,0.0
feature_5394,0.0
feature_5393,0.0
feature_5377,0.0
feature_5390,0.0
feature_5389,0.0
feature_5388,0.0
feature_5387,0.0
feature_5386,0.0
feature_5385,0.0
feature_5384,0.0
feature_5383,0.0
feature_5382,0.0
feature_5380,0.0
feature_5379,0.0
feature_5378,0.0
feature_5392,0.0
feature_5323,0.0
feature_5322,0.0
feature_5321,0.0
feature_5320,0.0
feature_5319,0.0
feature_5318,0.0
feature_5317,0.0
feature_5316,0.0
feature_5315,0.0
feature_5314,0.0
feature_5313,0.0
feature_5351,0.0
feature_5311,0.0
feature_5310,0.0
feature_5309,0.0
feature_5308,0.0
feature_5307,0.0
feature_5305,0.0
feature_5304,0.0
feature_5303,0.0
feature_5302,0.0
feature_5301,0.0
feature_5300,0.0
feature_5312,0.0
feature_5350,0.0
feature_5349,0.0
feature_5348,0.0
feature_5347,0.0
feature_5346,0.0
feature_5345,0.0
feature_5344,0.0
feature_5343,0.0
feature_5342,0.0
feature_5341,0.0
feature_5340,0.0
feature_5324,0.0
feature_5338,0.0
feature_5336,0.0
feature_5335,0.0
feature_5333,0.0
feature_5332,0.0
feature_5331,0.0
feature_5330,0.0
feature_5329,0.0
feature_5328,0.0
feature_5327,0.0
feature_5326,0.0
feature_5325,0.0
feature_5339,0.0
feature_5485,0.0
feature_5484,0.0
feature_5483,0.0
feature_5482,0.0
feature_5481,0.0
feature_5480,0.0
feature_5479,0.0
feature_5477,0.0
feature_5476,0.0
feature_5475,0.0
feature_5474,0.0
feature_5405,0.0
feature_5472,0.0
feature_5470,0.0
feature_5469,0.0
feature_5467,0.0
feature_5466,0.0
feature_5465,0.0
feature_5464,0.0
feature_5463,0.0
feature_5462,0.0
feature_5461,0.0
feature_5460,0.0
feature_5473,0.0
feature_5514,0.0
feature_5513,0.0
feature_5512,0.0
feature_5511,0.0
feature_5509,0.0
feature_5508,0.0
feature_5507,0.0
feature_5506,0.0
feature_5504,0.0
feature_5503,0.0
feature_5501,0.0
feature_5486,0.0
feature_5498,0.0
feature_5497,0.0
feature_5496,0.0
feature_5495,0.0
feature_5494,0.0
feature_5493,0.0
feature_5492,0.0
feature_5491,0.0
feature_5490,0.0
feature_5489,0.0
feature_5488,0.0
feature_5487,0.0
feature_5500,0.0
feature_5431,0.0
feature_5430,0.0
feature_5429,0.0
feature_5428,0.0
feature_5427,0.0
feature_5426,0.0
feature_5425,0.0
feature_5424,0.0
feature_5423,0.0
feature_5422,0.0
feature_5421,0.0
feature_5459,0.0
feature_5418,0.0
feature_5417,0.0
feature_5416,0.0
feature_5415,0.0
feature_5412,0.0
feature_5411,0.0
feature_5410,0.0
feature_5409,0.0
feature_5408,0.0
feature_5407,0.0
feature_5406,0.0
feature_5419,0.0
feature_5458,0.0
feature_5457,0.0
feature_5456,0.0
feature_5455,0.0
feature_5454,0.0
feature_5453,0.0
feature_5452,0.0
feature_5451,0.0
feature_5450,0.0
feature_5449,0.0
feature_5448,0.0
feature_5432,0.0
feature_5446,0.0
feature_5445,0.0
feature_5444,0.0
feature_5442,0.0
feature_5440,0.0
feature_5439,0.0
feature_5438,0.0
feature_5437,0.0
feature_5436,0.0
feature_5435,0.0
feature_5434,0.0
feature_5433,0.0
feature_5447,0.0
feature_1143,0.0
feature_1142,0.0
feature_1141,0.0
feature_1139,0.0
feature_1138,0.0
feature_1136,0.0
feature_1135,0.0
feature_1134,0.0
feature_1133,0.0
feature_1132,0.0
feature_1131,0.0
feature_3298,0.0
feature_1129,0.0
feature_1128,0.0
feature_1127,0.0
feature_1126,0.0
feature_1125,0.0
feature_1124,0.0
feature_1122,0.0
feature_1121,0.0
feature_1120,0.0
feature_1119,0.0
feature_1118,0.0
feature_1130,0.0
feature_1170,0.0
feature_1169,0.0
feature_1168,0.0
feature_1166,0.0
feature_1165,0.0
feature_1164,0.0
feature_1163,0.0
feature_1162,0.0
feature_1161,0.0
feature_1160,0.0
feature_1159,0.0
feature_1144,0.0
feature_1157,0.0
feature_1156,0.0
feature_1155,0.0
feature_1154,0.0
feature_1153,0.0
feature_1152,0.0
feature_1151,0.0
feature_1150,0.0
feature_1149,0.0
feature_1148,0.0
feature_1146,0.0
feature_1145,0.0
feature_1158,0.0
feature_1087,0.0
feature_1086,0.0
feature_1085,0.0
feature_1084,0.0
feature_1082,0.0
feature_1081,0.0
feature_1080,0.0
feature_1079,0.0
feature_1078,0.0
feature_1077,0.0
feature_1076,0.0
feature_1117,0.0
feature_1074,0.0
feature_1073,0.0
feature_1072,0.0
feature_1071,0.0
feature_1069,0.0
feature_1068,0.0
feature_1067,0.0
feature_1066,0.0
feature_1065,0.0
feature_1064,0.0
feature_1063,0.0
feature_1075,0.0
feature_1115,0.0
feature_1114,0.0
feature_1113,0.0
feature_1112,0.0
feature_1111,0.0
feature_1110,0.0
feature_1109,0.0
feature_1108,0.0
feature_1107,0.0
feature_1105,0.0
feature_1103,0.0
feature_1088,0.0
feature_1101,0.0
feature_1100,0.0
feature_1098,0.0
feature_1097,0.0
feature_1096,0.0
feature_1095,0.0
feature_1094,0.0
feature_1093,0.0
feature_1092,0.0
feature_1091,0.0
feature_1090,0.0
feature_1089,0.0
feature_1102,0.0
feature_1253,0.0
feature_1252,0.0
feature_1251,0.0
feature_1250,0.0
feature_1249,0.0
feature_1248,0.0
feature_1247,0.0
feature_1246,0.0
feature_1244,0.0
feature_1243,0.0
feature_1242,0.0
feature_1171,0.0
feature_1240,0.0
feature_1239,0.0
feature_1238,0.0
feature_1237,0.0
feature_1236,0.0
feature_1235,0.0
feature_1234,0.0
feature_1233,0.0
feature_1232,0.0
feature_1231,0.0
feature_1230,0.0
feature_1241,0.0
feature_1280,0.0
feature_1278,0.0
feature_1277,0.0
feature_1276,0.0
feature_1275,0.0
feature_1274,0.0
feature_1273,0.0
feature_1272,0.0
feature_1271,0.0
feature_1270,0.0
feature_1269,0.0
feature_1254,0.0
feature_1267,0.0
feature_1266,0.0
feature_1265,0.0
feature_1264,0.0
feature_1263,0.0
feature_1262,0.0
feature_1260,0.0
feature_1259,0.0
feature_1258,0.0
feature_1257,0.0
feature_1256,0.0
feature_1255,0.0
feature_1268,0.0
feature_1200,0.0
feature_1198,0.0
feature_1197,0.0
feature_1196,0.0
feature_1195,0.0
feature_1194,0.0
feature_1193,0.0
feature_1192,0.0
feature_1188,0.0
feature_1187,0.0
feature_1186,0.0
feature_1229,0.0
feature_1184,0.0
feature_1183,0.0
feature_1182,0.0
feature_1181,0.0
feature_1180,0.0
feature_1179,0.0
feature_1178,0.0
feature_1176,0.0
feature_1175,0.0
feature_1174,0.0
feature_1173,0.0
feature_1172,0.0
feature_1185,0.0
feature_1228,0.0
feature_1227,0.0
feature_1226,0.0
feature_1225,0.0
feature_1224,0.0
feature_1223,0.0
feature_1222,0.0
feature_1221,0.0
feature_1220,0.0
feature_1218,0.0
feature_1217,0.0
feature_1201,0.0
feature_1215,0.0
feature_1214,0.0
feature_1213,0.0
feature_1212,0.0
feature_1211,0.0
feature_1210,0.0
feature_1209,0.0
feature_1208,0.0
feature_1207,0.0
feature_1204,0.0
feature_1203,0.0
feature_1202,0.0
feature_1216,0.0
feature_0929,0.0
feature_0928,0.0
feature_0927,0.0
feature_0926,0.0
feature_0925,0.0
feature_0924,0.0
feature_0923,0.0
feature_0922,0.0
feature_0921,0.0
feature_0919,0.0
feature_0918,0.0
feature_1062,0.0
feature_0916,0.0
feature_0915,0.0
feature_0914,0.0
feature_0912,0.0
feature_0910,0.0
feature_0909,0.0
feature_0908,0.0
feature_0907,0.0
feature_0906,0.0
feature_0905,0.0
feature_0904,0.0
feature_0917,0.0
feature_0957,0.0
feature_0956,0.0
feature_0955,0.0
feature_0954,0.0
feature_0953,0.0
feature_0952,0.0
feature_0951,0.0
feature_0950,0.0
feature_0949,0.0
feature_0948,0.0
feature_0947,0.0
feature_0930,0.0
feature_0945,0.0
feature_0944,0.0
feature_0943,0.0
feature_0942,0.0
feature_0941,0.0
feature_0940,0.0
feature_0938,0.0
feature_0937,0.0
feature_0936,0.0
feature_0934,0.0
feature_0933,0.0
feature_0932,0.0
feature_0946,0.0
feature_0875,0.0
feature_0874,0.0
feature_0873,0.0
feature_0872,0.0
feature_0871,0.0
feature_0870,0.0
feature_0869,0.0
feature_0868,0.0
feature_0867,0.0
feature_0866,0.0
feature_0865,0.0
feature_0903,0.0
feature_0863,0.0
feature_0862,0.0
feature_0861,0.0
feature_0860,0.0
feature_0859,0.0
feature_0857,0.0
feature_0856,0.0
feature_0855,0.0
feature_0854,0.0
feature_0853,0.0
feature_0852,0.0
feature_0864,0.0
feature_0902,0.0
feature_0901,0.0
feature_0900,0.0
feature_0899,0.0
feature_0898,0.0
feature_0897,0.0
feature_0896,0.0
feature_0895,0.0
feature_0894,0.0
feature_0893,0.0
feature_0892,0.0
feature_0876,0.0
feature_0889,0.0
feature_0888,0.0
feature_0887,0.0
feature_0886,0.0
feature_0885,0.0
feature_0884,0.0
feature_0883,0.0
feature_0882,0.0
feature_0881,0.0
feature_0879,0.0
feature_0878,0.0
feature_0877,0.0
feature_0890,0.0
feature_1034,0.0
feature_1033,0.0
feature_1032,0.0
feature_1030,0.0
feature_1029,0.0
feature_1028,0.0
feature_1027,0.0
feature_1026,0.0
feature_1025,0.0
feature_1024,0.0
feature_1023,0.0
feature_0959,0.0
feature_1021,0.0
feature_1020,0.0
feature_1019,0.0
feature_1018,0.0
feature_1017,0.0
feature_1016,0.0
feature_1015,0.0
feature_1014,0.0
feature_1013,0.0
feature_1012,0.0
feature_1011,0.0
feature_1022,0.0
feature_1061,0.0
feature_1060,0.0
feature_1059,0.0
feature_1058,0.0
feature_1057,0.0
feature_1056,0.0
feature_1055,0.0
feature_1054,0.0
feature_1053,0.0
feature_1052,0.0
feature_1051,0.0
feature_1035,0.0
feature_1049,0.0
feature_1048,0.0
feature_1047,0.0
feature_1045,0.0
feature_1044,0.0
feature_1043,0.0
feature_1042,0.0
feature_1041,0.0
feature_1040,0.0
feature_1038,0.0
feature_1037,0.0
feature_1036,0.0
feature_1050,0.0
feature_0983,0.0
feature_0982,0.0
feature_0981,0.0
feature_0980,0.0
feature_0979,0.0
feature_0978,0.0
feature_0977,0.0
feature_0976,0.0
feature_0975,0.0
feature_0974,0.0
feature_0973,0.0
feature_1010,0.0
feature_0971,0.0
feature_0970,0.0
feature_0969,0.0
feature_0968,0.0
feature_0967,0.0
feature_0966,0.0
feature_0965,0.0
feature_0964,0.0
feature_0963,0.0
feature_0962,0.0
feature_0961,0.0
feature_0960,0.0
feature_0972,0.0
feature_1009,0.0
feature_1008,0.0
feature_1007,0.0
feature_1006,0.0
feature_1005,0.0
feature_1004,0.0
feature_1003,0.0
feature_1001,0.0
feature_1000,0.0
feature_0999,0.0
feature_0998,0.0
feature_0984,0.0
feature_0996,0.0
feature_0995,0.0
feature_0994,0.0
feature_0993,0.0
feature_0992,0.0
feature_0991,0.0
feature_0990,0.0
feature_0989,0.0
feature_0988,0.0
feature_0987,0.0
feature_0986,0.0
feature_0985,0.0
feature_0997,0.0
feature_1569,0.0
feature_1568,0.0
feature_1567,0.0
feature_1566,0.0
feature_1565,0.0
feature_1564,0.0
feature_1563,0.0
feature_1562,0.0
feature_1561,0.0
feature_1560,0.0
feature_1559,0.0
feature_1281,0.0
feature_1557,0.0
feature_1555,0.0
feature_1554,0.0
feature_1553,0.0
feature_1552,0.0
feature_1551,0.0
feature_1550,0.0
feature_1549,0.0
feature_1548,0.0
feature_1547,0.0
feature_1546,0.0
feature_1558,0.0
feature_1596,0.0
feature_1595,0.0
feature_1594,0.0
feature_1592,0.0
feature_1591,0.0
feature_1590,0.0
feature_1589,0.0
feature_1588,0.0
feature_1587,0.0
feature_1586,0.0
feature_1585,0.0
feature_1570,0.0
feature_1583,0.0
feature_1582,0.0
feature_1581,0.0
feature_1580,0.0
feature_1579,0.0
feature_1578,0.0
feature_1577,0.0
feature_1576,0.0
feature_1575,0.0
feature_1574,0.0
feature_1573,0.0
feature_1571,0.0
feature_1584,0.0
feature_1517,0.0
feature_1516,0.0
feature_1515,0.0
feature_1514,0.0
feature_1513,0.0
feature_1511,0.0
feature_1510,0.0
feature_1509,0.0
feature_1508,0.0
feature_1507,0.0
feature_1506,0.0
feature_1545,0.0
feature_1504,0.0
feature_1503,0.0
feature_1502,0.0
feature_1501,0.0
feature_1500,0.0
feature_1499,0.0
feature_1498,0.0
feature_1497,0.0
feature_1496,0.0
feature_1495,0.0
feature_1494,0.0
feature_1505,0.0
feature_1544,0.0
feature_1543,0.0
feature_1542,0.0
feature_1541,0.0
feature_1540,0.0
feature_1539,0.0
feature_1538,0.0
feature_1537,0.0
feature_1536,0.0
feature_1535,0.0
feature_1534,0.0
feature_1518,0.0
feature_1531,0.0
feature_1530,0.0
feature_1529,0.0
feature_1528,0.0
feature_1527,0.0
feature_1526,0.0
feature_1525,0.0
feature_1524,0.0
feature_1523,0.0
feature_1521,0.0
feature_1520,0.0
feature_1519,0.0
feature_1532,0.0
feature_1680,0.0
feature_1679,0.0
feature_1678,0.0
feature_1677,0.0
feature_1676,0.0
feature_1675,0.0
feature_1673,0.0
feature_1672,0.0
feature_1671,0.0
feature_1670,0.0
feature_1669,0.0
feature_1597,0.0
feature_1666,0.0
feature_1665,0.0
feature_1664,0.0
feature_1663,0.0
feature_1660,0.0
feature_1659,0.0
feature_1658,0.0
feature_1656,0.0
feature_1655,0.0
feature_1654,0.0
feature_1653,0.0
feature_1667,0.0
feature_1706,0.0
feature_1705,0.0
feature_1704,0.0
feature_1702,0.0
feature_1701,0.0
feature_1700,0.0
feature_1699,0.0
feature_1698,0.0
feature_1697,0.0
feature_1696,0.0
feature_1695,0.0
feature_1681,0.0
feature_1693,0.0
feature_1692,0.0
feature_1691,0.0
feature_1690,0.0
feature_1689,0.0
feature_1688,0.0
feature_1687,0.0
feature_1686,0.0
feature_1685,0.0
feature_1684,0.0
feature_1683,0.0
feature_1682,0.0
feature_1694,0.0
feature_1624,0.0
feature_1623,0.0
feature_1622,0.0
feature_1621,0.0
feature_1619,0.0
feature_1618,0.0
feature_1616,0.0
feature_1615,0.0
feature_1614,0.0
feature_1613,0.0
feature_1612,0.0
feature_1652,0.0
feature_1610,0.0
feature_1609,0.0
feature_1608,0.0
feature_1607,0.0
feature_1606,0.0
feature_1605,0.0
feature_1604,0.0
feature_1603,0.0
feature_1602,0.0
feature_1601,0.0
feature_1600,0.0
feature_1599,0.0
feature_1611,0.0
feature_1651,0.0
feature_1650,0.0
feature_1649,0.0
feature_1648,0.0
feature_1647,0.0
feature_1646,0.0
feature_1645,0.0
feature_1644,0.0
feature_1643,0.0
feature_1642,0.0
feature_1641,0.0
feature_1625,0.0
feature_1639,0.0
feature_1638,0.0
feature_1637,0.0
feature_1636,0.0
feature_1634,0.0
feature_1633,0.0
feature_1631,0.0
feature_1630,0.0
feature_1629,0.0
feature_1628,0.0
feature_1627,0.0
feature_1626,0.0
feature_1640,0.0
feature_1358,0.0
feature_1357,0.0
feature_1356,0.0
feature_1355,0.0
feature_1354,0.0
feature_1353,0.0
feature_1351,0.0
feature_1350,0.0
feature_1349,0.0
feature_1348,0.0
feature_1347,0.0
feature_1493,0.0
feature_1345,0.0
feature_1344,0.0
feature_1343,0.0
